Station_ID,Capacity,Latitude,Longitude,Station_Name
500,41,51.519806,-0.055731,"Ansell House, Stepney"
501,24,51.522561,-0.054883,"Cephas Street, Bethnal Green"
503,36,51.520893,-0.051394,"Cleveland Way, Stepney"
504,30,51.496454,-0.009506,"St. John's Park, Cubitt Town"
505,29,51.520398,-0.026768,"Ackroyd Drive, Bow"
506,23,51.517475,-0.075855,"Bell Lane, Liverpool Street"
507,31,51.528692,-0.059091,"Clarkson Street, Bethnal Green"
508,18,51.519362,-0.074431,"Fournier Street, Whitechapel"
509,19,51.517842,-0.090075,"Fore Street, Guildhall"
510,41,51.509303,-0.025996,"Westferry DLR, Limehouse"
511,33,51.511066,-0.053558,"Sutton Street, Shadwell"
512,30,51.532091,-0.06142,"Pritchard's Road, Bethnal Green"
513,51,51.514222,-0.055656,"Watney Market, Stepney"
514,17,51.516204,-0.155525,"Portman Square, Marylebone"
515,24,51.500088,-0.211316,"Russell Gardens, Olympia"
516,18,51.5112,-0.014438,"Chrisp Street Market, Poplar"
517,17,51.532513,-0.033085,"Ford Road, Old Ford"
518,30,51.528224,-0.037471,"Antill Road, Mile End"
519,33,51.518811,-0.011662,"Teviot Street, Poplar"
520,21,51.526041,-0.047218,"Bancroft Road, Bethnal Green"
521,19,51.534137,-0.037366,"Driffield Road, Old Ford"
522,36,51.525941,-0.036017,"Clinton Road, Mile End"
523,24,51.51549,-0.013475,"Langdon Park, Poplar"
524,38,51.511654,-0.179668,"Lancaster Gate , Bayswater"
526,27,51.503143,-0.008428,"Lancaster Drive, Blackwall"
527,20,51.503802,-0.215808,"Hansard Mews, Holland Park"
528,16,51.507326,-0.145827,"Clarges Street, Mayfair"
529,18,51.486892,-0.170983,"Manresa Road, Chelsea"
530,18,51.508896,-0.012413,"Newby Place, Poplar"
531,21,51.530326,-0.042744,"Twig Folly Bridge, Mile End"
532,63,51.50357,-0.020068,"Jubilee Plaza, Canary Wharf"
533,33,51.528222,-0.069743,"Wellington Row, Bethnal Green"
534,27,51.531864,-0.066035,"Goldsmith's Row, Haggerston"
535,24,51.537349,-0.147154,"Gloucester Avenue, Camden Town"
536,35,51.53385,-0.06992,"Queensbridge Road, Haggerston"
537,18,51.51793,-0.067937,"Old Montague Street, Whitechapel"
538,21,51.508981,-0.00699,"Naval Row, Blackwall"
539,22,51.531091,-0.075901,"Hoxton Station, Hoxton"
540,27,51.528302,-0.144466,"Albany Street, The Regent's Park"
541,28,51.506613,-0.142844,"Green Park Station, Mayfair"
542,33,51.514115,-0.033828,"Salmon Lane, Limehouse"
543,21,51.509591,-0.204666,"Lansdowne Walk, Ladbroke Grove"
544,22,51.526153,-0.102208,"Percival Street, Finsbury"
545,24,51.539957,-0.145246,"Arlington Road, Camden Town"
546,21,51.517428,-0.107987,"New Fetter Lane, Holborn"
547,51,51.509474,-0.002275,"East India DLR, Blackwall"
548,26,51.498386,-0.107913,"Westminster Bridge Road, Elephant & Castle"
549,45,51.49605,-0.104193,"Gaywood  Street, Elephant & Castle"
550,23,51.521564,-0.039264,"Harford Street, Mile End"
552,27,51.511542,-0.056667,"Watney Street, Shadwell"
553,24,51.535678,-0.062546,"Regent's Row , Haggerston"
554,16,51.513548,-0.005659,"Aberfeldy Street, Poplar"
556,27,51.502661,-0.021596,"Heron Quays DLR, Canary Wharf"
557,20,51.51601,-0.0985,"King Edward Street, St Pauls"
558,24,51.493978,-0.127554,"Page Street, Westminster"
559,24,51.501391,-0.205991,"Abbotsbury Road, Holland Park"
560,21,51.511624,-0.205921,"Ladbroke Grove Central, Ladbroke Grove"
561,22,51.518369,-0.043371,"Rectory Square, Stepney"
562,21,51.51746,-0.12335,"Bury Place, Holborn"
563,26,51.499286,-0.009152,"Preston's Road, Cubitt Town"
564,41,51.509943,-0.117619,"Somerset House, Strand"
566,42,51.509158,-0.224103,"Westfield Ariel Way, White City"
568,18,51.51616,-0.18697,"Bishop's Bridge Road West, Bayswater"
569,30,51.53213,-0.08299,"Pitfield Street Central, Hoxton"
570,36,51.503083,-0.017676,"Upper Bank Street, Canary Wharf"
571,29,51.506256,-0.218337,"Westfield Southern Terrace ,Shepherd's Bush"
572,36,51.539099,-0.141728,"Greenland Road, Camden Town"
573,18,51.485587,-0.18119,"Limerston Street, West Chelsea"
574,45,51.53356,-0.09315,"Eagle Wharf Road, Hoxton"
576,22,51.497304,-0.022793,"Alpha Grove, Millwall"
577,20,51.528869,-0.047548,"Globe Town Market, Bethnal Green"
578,32,51.527607,-0.057133,"Hollybush Gardens, Bethnal Green"
579,36,51.511246,-0.093051,"Queen Street 2, Bank"
580,36,51.486929,-0.102996,"Doddington Grove, Kennington"
581,18,51.519167,-0.147983,"New Cavendish Street, Marylebone"
583,20,51.497622,-0.125978,"Abingdon Green, Westminster"
584,21,51.51244,-0.19096,"Ilchester Gardens, Bayswater"
586,31,51.490645,-0.014582,"Mudchute DLR, Cubitt Town"
587,22,51.50964,-0.08497,"Monument Street, Monument"
588,27,51.52959,-0.0801,"Hoxton Street, Hoxton"
589,18,51.487196,-0.179369,"Drayton Gardens, West Chelsea"
590,26,51.53256,-0.16862,"Greenberry Street, St.John's Wood"
591,27,51.506093,-0.224223,"Westfield Library Corner, Shepherd's Bush"
592,20,51.5171,-0.18377,"Bishop's Bridge Road East, Bayswater"
593,21,51.531066,-0.11934,"Northdown Street, King's Cross"
594,33,51.513875,-0.117774,"Kingsway Southbound, Strand"
595,22,51.493267,-0.21985,"Hammersmith Road, Hammersmith"
596,21,51.472817,-0.199783,"Parson's Green , Parson's Green"
597,27,51.473471,-0.20782,"Fulham Park Road, Fulham"
598,38,51.494499,-0.228188,"Southerton Road, Hammersmith"
599,28,51.485743,-0.223616,"Manbre Road, Hammersmith"
600,21,51.481747,-0.124642,"South Lambeth Road, Vauxhall"
601,36,51.514767,-0.225787,"BBC White City, White City"
602,45,51.472993,-0.133972,"Union Grove, Wandsworth Road"
603,44,51.477839,-0.116493,"Caldwell Street, Stockwell"
604,18,51.538792,-0.138535,"St Martins Close, Camden Town"
605,29,51.520331,-0.163667,"Seymour Place, Marylebone"
606,26,51.504199,-0.210941,"Addison Road, Holland Park"
607,21,51.468814,-0.210279,"Putney Bridge Station, Fulham"
608,30,51.491093,-0.216493,"Colet Gardens, Hammersmith"
609,19,51.465123,-0.157788,"Sugden Road, Clapham"
610,21,51.482567,-0.172078,"Danvers Street, West Chelsea"
611,20,51.506465,-0.208486,"Princedale Road , Holland Park"
612,30,51.469259,-0.141812,"Wandsworth Rd, Isley Court, Wandsworth Road"
613,24,51.504038,-0.2174,"Woodstock Grove, Shepherd's Bush"
614,40,51.478172,-0.14469,"Bradmead, Battersea Park"
615,24,51.476885,-0.215895,"Finlay Street, Fulham"
616,24,51.481021,-0.209973,"Aintree Street, Fulham"
617,21,51.471079,-0.207842,"Elysium Place, Fulham"
618,24,51.476259,-0.193254,"Eel Brook Common, Walham Green"
619,43,51.473763,-0.19701,"Irene Road, Parsons Green"
620,28,51.47518,-0.16716,"Surrey Lane, Battersea"
621,33,51.460864,-0.187427,"Wandsworth Town Station, Wandsworth"
622,29,51.507481,-0.205535,"Lansdowne Road, Ladbroke Grove"
623,22,51.46193,-0.180791,"Nantes Close, Wandsworth"
624,40,51.472918,-0.132102,"Courland Grove, Wandsworth Road"
625,28,51.477619,-0.149551,"Queen's Circus, Battersea Park"
626,24,51.484386,-0.204815,"Normand Park, West Kensington"
627,20,51.46879,-0.15823,"Holden Street, Battersea"
628,26,51.468819,-0.184318,"William Morris Way, Sands End"
629,28,51.459953,-0.190184,"Morie Street, Wandsworth"
630,28,51.470732,-0.126994,"Clarence Walk, Stockwell"
631,27,51.479501,-0.14177,"Battersea Park Road, Nine Elms"
632,27,51.470538,-0.163041,"Sheepcote Lane, Battersea"
633,32,51.489591,-0.209378,"Vereker Road, West Kensington"
634,33,51.494347,-0.215804,"Brook Green South, Brook Green"
635,37,51.486062,-0.214428,"Greyhound Road, Hammersmith"
636,27,51.467064,-0.193502,"South Park, Sands End"
637,25,51.45787,-0.174691,"Spencer Park, Wandsworth Common"
638,28,51.466633,-0.169821,"Falcon Road, Clapham Junction"
639,27,51.48357,-0.202038,"Coomer Place, West Kensington"
640,28,51.472865,-0.148059,"Silverthorne Road, Battersea"
641,23,51.498241,-0.117495,"Archbishop's Park, Waterloo"
642,36,51.469161,-0.174485,"Fawcett Close, Battersea"
643,22,51.519042,-0.204764,"All Saints' Road, Portobello"
644,36,51.483732,-0.223852,"Rainville Road, Hammersmith"
645,21,51.501732,-0.100292,"Great Suffolk Street, The Borough"
646,16,51.498865,-0.137424,"Buckingham Gate, Westminster"
647,27,51.500353,-0.217515,"Richmond Way, Shepherd's Bush"
648,30,51.46904,-0.196274,"Peterborough Road, Sands End"
649,22,51.481805,-0.180274,"World's End Place, West Chelsea"
650,23,51.51687,-0.213872,"St. Mark's Road, North Kensington"
651,25,51.480898,-0.183853,"Thorndike Close, West Chelsea"
652,29,51.511486,-0.21819,"Evesham Street, Avondale"
653,25,51.470847,-0.170703,"Simpson Street, Clapham Junction"
654,34,51.482678,-0.117661,"Ashmole Estate, Oval"
655,27,51.482944,-0.219346,"Crabtree Lane, Fulham"
656,29,51.468418,-0.199135,"Broomhouse Lane, Parsons Green"
657,21,51.49968,-0.221791,"Blythe Road West, Shepherd's Bush"
658,30,51.477292,-0.164786,"Ethelburga Estate, Battersea Park"
659,57,51.46437,-0.174619,"Grant Road West, Clapham Junction"
660,22,51.49087,-0.206029,"West Kensington Station, West Kensington"
661,37,51.51632,-0.202608,"All Saints Church, Portobello"
662,24,51.484984,-0.167919,"Phene Street, Chelsea"
663,24,51.51323,-0.211593,"Clarendon Road, Avondale"
664,24,51.474376,-0.155442,"Austin Road, Battersea Park"
665,28,51.461083,-0.191722,"Smugglers Way, Wandsworth"
666,38,51.4961,-0.208158,"Olympia Way, Olympia"
667,34,51.501594,-0.222293,"Shepherd's Bush Road North, Shepherd's Bush"
668,26,51.494223,-0.236769,"Ravenscourt Park Station, Hammersmith"
669,39,51.476149,-0.123258,"Teversham Lane, Stockwell"
670,28,51.467185,-0.152248,"Ashley Crescent, Battersea"
671,56,51.475089,-0.201968,"Parsons Green Station, Parsons Green"
672,28,51.464688,-0.173656,"Grant Road Central, Clapham Junction"
673,36,51.46517,-0.180389,"Hibbert Street, Battersea"
674,40,51.535467,-0.116191,"Carnegie Street, King's Cross"
675,30,51.463489,-0.182126,"Usk Road, Clapham Junction"
676,35,51.47787,-0.126874,"Hartington Road, Stockwell"
677,27,51.468669,-0.146544,"Heath Road, Battersea"
678,30,51.462312,-0.211468,"Esmond Street, Putney"
679,26,51.474535,-0.17021,"Orbel Street, Battersea"
680,28,51.477684,-0.170329,"Westbridge Road, Battersea"
681,46,51.473036,-0.214749,"Bishop's Avenue, Fulham"
682,46,51.488108,-0.226606,"Crisp Road, Hammersmith"
683,28,51.465064,-0.16375,"Dorothy Road, Clapham Junction"
684,32,51.454752,-0.195197,"Neville Gill Close, Wandsworth"
685,30,51.46067,-0.198735,"Osiers Road, Wandsworth"
686,26,51.488144,-0.222456,"Beryl Road, Hammersmith"
687,26,51.497608,-0.211455,"Maclise Road, Olympia"
688,28,51.460951,-0.200667,"Northfields, Wandsworth"
689,30,51.459225,-0.180884,"Spanish Road, Clapham Junction"
690,24,51.470475,-0.15213,"Stanley Grove, Battersea"
691,24,51.479463,-0.195777,"Erin Close, Walham Green"
692,22,51.542118,-0.028941,"Cadogan Close, Victoria Park"
693,18,51.464786,-0.215618,"Felsham Road, Putney"
694,20,51.460717,-0.216526,"Putney Rail Station, Putney"
695,21,51.536384,-0.102757,"Islington Green, Angel"
696,21,51.487285,-0.217995,"Charing Cross Hospital, Hammersmith"
697,25,51.536392,-0.112721,"Charlotte Terrace, Angel"
698,35,51.539083,-0.070329,"Shoreditch Court, Haggerston"
699,39,51.536654,-0.07023,"Belford House, Haggerston"
700,25,51.476964,-0.174347,"Battersea Church Road, Battersea"
701,30,51.472876,-0.176267,"Vicarage Crescent, Battersea"
702,24,51.528681,-0.06555,"Durant Street, Bethnal Green"
703,25,51.515059,-0.105344,"St. Bride Street, Holborn"
704,18,51.45682,-0.202802,"Mexfield Road, East Putney"
706,31,51.502153,-0.083632,"Snowsfields, London Bridge"
707,32,51.490217,-0.215087,"Barons Court Station, West Kensington"
708,33,51.46161,-0.216145,"Disraeli Road, Putney"
709,23,51.463211,-0.21555,"Montserrat Road , Putney"
710,20,51.474392,-0.163347,"Albert Bridge Road, Battersea Park"
711,31,51.483356,-0.216305,"Everington Street, Fulham"
712,22,51.518541,-0.034903,"Mile End Stadium, Mile End"
713,22,51.541007,-0.14326,"Hawley Crescent, Camden Town"
714,28,51.473116,-0.137235,"Stewart's Road, Wandsworth Road"
715,22,51.51563,-0.049067,"Aylward Street, Stepney"
716,24,51.515427,-0.023565,"Stainsby Road , Poplar"
717,43,51.536585,-0.075885,"Dunston Road , Haggerston"
718,45,51.535716,-0.060291,"Ada Street, Hackney Central"
719,34,51.536424,-0.054162,"Victoria Park Road, Hackney Central"
720,23,51.487244,-0.205279,"Star Road, West Kensington"
721,18,51.536039,-0.026262,"Wendon Street, Old Ford"
722,19,51.524583,-0.058631,"Finnis Street, Bethnal Green"
723,48,51.46822,-0.190346,"Stephendale Road, Sands End"
724,28,51.457991,-0.184806,"Alma Road, Wandsworth"
725,28,51.477322,-0.138748,"Thessaly Road North, Wandsworth Road"
726,22,51.47505,-0.150908,"Alfreda Street, Battersea Park"
727,23,51.475698,-0.205876,"Chesilton Road, Fulham"
728,29,51.461999,-0.20624,"Putney Bridge Road, East Putney"
729,24,51.478939,-0.208485,"St. Peter's Terrace, Fulham"
730,18,51.492084,-0.229116,"Bridge Avenue, Hammersmith"
731,37,51.477276,-0.18921,"Michael Road, Walham Green"
732,21,51.506304,-0.087262,"Duke Street Hill, London Bridge"
733,18,51.505426,-0.150817,"Park Lane, Mayfair"
734,31,51.462305,-0.175407,"Plough Terrace, Clapham Junction"
735,35,51.464894,-0.173029,"Grant Road East, Clapham Junction"
736,28,51.50659,-0.216104,"Queensdale Road, Shepherd's Bush"
737,26,51.479932,-0.194116,"Fulham Broadway, Walham Green"
738,37,51.475142,-0.187278,"Imperial Road, Sands End"
739,28,51.481765,-0.185273,"Hortensia Road, West Brompton"
740,26,51.510928,-0.214594,"Sirdar Road, Avondale"
741,23,51.512981,-0.219486,"Freston Road, Avondale"
742,22,51.515108,-0.208565,"Blenheim Crescent, Ladbroke Grove"
743,29,51.460792,-0.212607,"Oxford Road, Putney"
744,30,51.467454,-0.172293,"Ingrave Street, Clapham Junction"
745,29,51.478169,-0.182435,"Upcerne Road, West Chelsea"
746,24,51.479573,-0.179038,"Lots Road, West Chelsea"
747,24,51.487964,-0.161765,"Ormonde Gate, Chelsea"
748,25,51.537277,-0.079201,"Hertford Road, De Beauvoir Town"
749,37,51.539328,-0.074284,"Haggerston Road, Haggerston"
750,27,51.471095,-0.15785,"Culvert Road, Battersea"
751,24,51.516128,-0.120909,"Newton Street, Covent Garden"
752,29,51.458164,-0.206002,"Manfred Road, East Putney"
753,28,51.492636,-0.234094,"Hammersmith Town Hall, Hammersmith"
754,24,51.5129,-0.214762,"Grenfell Road, Avondale"
755,24,51.485121,-0.174971,"The Vale, Chelsea"
756,21,51.475153,-0.159169,"Prince of Wales Drive, Battersea Park"
757,24,51.487958,-0.187404,"Harcourt Terrace, West Brompton"
758,23,51.51787,-0.201005,"Westbourne Park Road, Portobello"
759,18,51.524561,-0.165668,"Broadley Terrace, Marylebone"
760,18,51.525269,-0.163795,"Rossmore Road, Marylebone"
761,26,51.483217,-0.21186,"Humbolt Road, Fulham"
762,21,51.500703,-0.129698,"Storey's Gate, Westminster"
763,47,51.520597,-0.032566,"Mile End Park Leisure Centre, Mile End"
764,33,51.462392,-0.168292,"St. John's Road, Clapham Junction"
765,39,51.467601,-0.206827,"Ranelagh Gardens, Fulham"
766,25,51.457529,-0.192165,"Ram Street, Wandsworth"
767,30,51.457059,-0.200806,"Santos Road, Wandsworth"
768,37,51.461343,-0.159322,"Clapham Common North Side, Clapham Common"
769,21,51.473611,-0.191803,"Sandilands Road, Walham Green"
770,30,51.491026,-0.209121,"Gwendwr Road, West Kensington"
771,21,51.509224,-0.216016,"Rifle Place, Avondale"
772,35,51.472509,-0.122831,"Binfield Road, Stockwell"
773,24,51.511891,-0.107349,"Tallis Street, Temple"
774,20,51.470131,-0.20464,"Hurlingham Park, Parsons Green"
775,33,51.496664,-0.223868,"Little Brook Green, Brook Green"
776,20,51.460333,-0.167029,"Abyssinia Close, Clapham Junction"
777,21,51.461923,-0.165297,"Limburg Road, Clapham Junction"
779,28,51.514449,-0.077178,"Houndsditch, Aldgate"
780,25,51.474665,-0.183165,"Imperial Wharf Station, Sands End"
781,30,51.495898,-0.173009,"Victoria & Albert Museum, South Kensington"
782,24,51.483911,-0.197609,"Halford Road, West Kensington"
784,34,51.546326,-0.009935,"East Village, Queen Elizabeth Olympic Park"
785,64,51.54094,-0.01051,"Aquatic Centre, Queen Elizabeth Olympic Park"
786,44,51.549369,-0.015717,"Lee Valley VeloPark, Queen Elizabeth Olympic Park"
787,35,51.546805,-0.014691,"Timber Lodge, Queen Elizabeth Olympic Park"
788,33,51.544836,-0.019524,"Copper Box Arena, Queen Elizabeth Olympic Park"
789,40,51.538718,-0.011889,"Podium, Queen Elizabeth Olympic Park"
790,28,51.541793,-0.00481,"Stratford Station, Stratford"
792,42,51.505461,-0.10454,"Blackfriars Road, Southwark"
793,28,51.528279,-0.119558,"Cromer Street, Bloomsbury"
794,28,51.474567,-0.12458,"Lansdowne Way Bus Garage, Stockwell"
795,28,51.527566,-0.134849,"Melton Street, Euston"
796,29,51.524,-0.126409,"Coram Street, Bloomsbury"
797,30,51.5293,-0.128279,"Ossulston Street, Somers Town"
798,27,51.530199,-0.122299,"Birkenhead Street, King's Cross"
800,30,51.481121,-0.149035,"Sopwith Way, Battersea Park"
801,29,51.505224,-0.098031,"Lavington Street, Bankside"
802,32,51.47659,-0.118256,"Albert Square, Stockwell"
803,23,51.505409,-0.098341,"Southwark Street, Bankside"
804,27,51.534667,-0.125078,"Good's Way, King's Cross"
805,27,51.520069,-0.206338,"Bevington Road, North Kensington"
806,27,51.53724,-0.124807,"Handyside Street, King's Cross"
807,24,51.5212,-0.208888,"Bevington Road West, North Kensington"
808,33,51.473486,-0.122555,"Stockwell Roundabout, Stockwell"
809,28,51.516277,-0.118272,"Lincoln's Inn Fields, Holborn"
810,30,51.506725,-0.098807,"Tate Modern, Bankside"
811,36,51.505703,-0.027772,"Westferry Circus, Canary Wharf"
812,28,51.548731,-0.022606,"Here East North, Queen Elizabeth Olympic Park"
813,37,51.487807,-0.122759,"New Spring Gardens Walk, Vauxhall"
814,30,51.471433,-0.12367,"Clapham Road, Lingham Street, Stockwell"
815,35,51.500089,-0.116628,"Lambeth Palace Road, Waterloo"
816,28,51.546532,-0.020597,"Here East South, Queen Elizabeth Olympic Park"
817,26,51.481335,-0.138212,"Riverlight South, Nine Elms"
818,13,51.503127,-0.078655,"One Tower Bridge, Bermondsey"
819,38,51.50621,-0.114842,"Belvedere Road 2, South Bank"
820,24,51.492807,-0.091938,"Victory Place, Walworth"
821,27,51.483507,-0.147714,"Battersea Power Station, Battersea Park"
826,28,51.496863,-0.142943,"Allington street, Westminster"
799,24,51.497698,-0.137598,"Kings Gate House, Westminster"
69,22,51.526236,-0.134407,"Euston Road, Euston"
83,21,51.509639,-0.13151,"Panton Street, West End"
187,24,51.492479,-0.178433,"Queen's Gate (South), South Kensington"
188,18,51.516517,-0.164393,"Nutford Place, Marylebone"
189,18,51.531666,-0.109914,"Claremont Square, Angel"
190,21,51.489975,-0.132845,"Rampayne Street, Pimlico"
194,56,51.504627,-0.091773,"Hop Exchange, The Borough"
195,30,51.507244,-0.106237,"Milroy Walk, South Bank"
196,17,51.503688,-0.098497,"Union Street, The Borough"
197,27,51.505569,-0.111606,"Stamford Street, South Bank"
